Microservice | Replicas,AvgTime, MinTime, MaxTime
teastore-webui| R1,0.03688218593597412,0.031949758529663086,0.05702805519104004
teastore-webui| R2,4.125438141822815,3.60528826713562,4.786654710769653
teastore-webui| R5,5.480887246131897,4.058316707611084,8.044434785842896
teastore-webui| R10,10.281045818328858,9.729684114456177,11.154929399490356
teastore-webui| R20,15.737345385551453,12.816800832748413,18.475120067596436
