Microservice | Replicas,AvgTime, MinTime, MaxTime
teastore-webui| R1,0.03662130832672119,0.032678842544555664,0.05854988098144531
teastore-webui| R2,3.84826545715332,2.948991537094116,4.482984304428101
teastore-webui| R5,4.351604342460632,4.0856032371521,5.110803842544556
teastore-webui| R10,8.043567276000976,7.08562445640564,8.643823623657227
teastore-webui| R20,13.483504176139832,10.595592737197876,15.106438159942627
