Microservice | Replicas,AvgTime, MinTime, MaxTime
teastore-persistence| R1,0.06323784589767456,0.042498111724853516,0.10990595817565918
teastore-persistence| R2,4.442985248565674,3.053745985031128,5.685532093048096
teastore-persistence| R5,12.4567284822464,9.818839311599731,15.845888376235962
teastore-persistence| R10,19.302269899845122,15.803955554962158,20.817631721496582
teastore-persistence| R20,31.122051191329955,27.76515507698059,35.20041251182556
