Microservice | Replicas,AvgTime, MinTime, MaxTime
teastore-recommender| R1,0.054781997203826906,0.03795671463012695,0.09052157402038574
teastore-recommender| R2,4.66460553407669,3.6637730598449707,5.5016937255859375
teastore-recommender| R5,12.495655012130737,9.447643756866455,16.789124488830566
teastore-recommender| R10,18.873950159549715,16.16178011894226,21.373299598693848
teastore-recommender| R20,31.186710441112517,29.175347566604614,35.402228355407715
