Microservice | Replicas,AvgTime, MinTime, MaxTime
teastore-webui| R1,0.05696351528167724,0.035024404525756836,0.10304570198059082
teastore-webui| R2,4.507541811466217,3.661989212036133,5.72167444229126
teastore-webui| R5,12.69204238653183,9.973813772201538,17.14468216896057
teastore-webui| R10,19.269881975650787,16.269680976867676,21.45619797706604
teastore-webui| R20,31.101349127292632,28.83256483078003,35.07795763015747
