Microservice | Replicas,AvgTime, MinTime, MaxTime
teastore-persistence| R1,0.05441848039627075,0.035256385803222656,0.13260960578918457
teastore-persistence| R2,4.315345215797424,3.189011812210083,5.51318621635437
teastore-persistence| R5,10.305065858364106,7.526291131973267,12.74577021598816
teastore-persistence| R10,15.709150457382203,13.158781051635742,19.35568857192993
teastore-persistence| R20,23.213391506671904,21.73551845550537,24.619786024093628
