Microservice | Replicas,AvgTime, MinTime, MaxTime
teastore-recommender| R1,0.05664185285568237,0.03441262245178223,0.1377086639404297
teastore-recommender| R2,4.24490897655487,3.248495578765869,5.813568353652954
teastore-recommender| R5,10.197355699539184,6.689063787460327,12.758634805679321
teastore-recommender| R10,15.767173278331757,12.975016117095947,19.461717128753662
teastore-recommender| R20,23.233637714385985,22.00601029396057,24.461714506149292
