Microservice | Replicas,AvgTime, MinTime, MaxTime
teastore-webui| R1,0.050637102127075194,0.03407788276672363,0.11761283874511719
teastore-webui| R2,4.196954131126404,3.0398194789886475,5.307236194610596
teastore-webui| R5,10.289213836193085,7.502354383468628,12.400927543640137
teastore-webui| R10,15.458290314674377,11.351539134979248,19.28285503387451
teastore-webui| R20,23.238958942890168,21.8430597782135,23.941068410873413
