Microservice | Replicas,AvgTime, MinTime, MaxTime
teastore-recommender| R1,0.03095543384552002,0.0200042724609375,0.04190659523010254
teastore-recommender| R2,2.0635173320770264,1.3645985126495361,2.7624361515045166
teastore-recommender| R5,7.974642753601074,5.6486287117004395,10.300656795501709
teastore-recommender| R10,17.51403558254242,12.144158363342285,22.883912801742554
