Microservice | Replicas,AvgTime, MinTime, MaxTime
teastore-persistence| R1,0.022170400619506835,0.01842331886291504,0.033463478088378906
teastore-persistence| R2,2.371511363983154,1.8315768241882324,3.070091724395752
teastore-persistence| R5,5.799939346313477,4.408512592315674,7.892158269882202
teastore-persistence| R10,15.622984600067138,12.434203624725342,21.033355951309204
