Microservice | Replicas,AvgTime, MinTime, MaxTime
teastore-recommender| R1,0.02229863405227661,0.01877737045288086,0.028892040252685547
teastore-recommender| R2,7.2791964411735535,2.269784688949585,13.936883211135864
teastore-recommender| R5,10.657314628362656,9.779364347457886,11.788527250289917
teastore-recommender| R10,41.855549186468124,25.592076301574707,53.58056330680847
