Microservice | Replicas,AvgTime, MinTime, MaxTime
teastore-webui| R1,0.03976342678070068,0.031598567962646484,0.06188225746154785
teastore-webui| R2,2.812049758434296,1.638322353363037,4.670497894287109
teastore-webui| R5,9.387997019290925,7.9569385051727295,10.095982789993286
teastore-webui| R10,20.82170225381851,18.46621036529541,23.841676712036133
