Microservice | Replicas,AvgTime, MinTime, MaxTime
teastore-webui| R1,0.0,0,0
teastore-webui| R2,0.0,0,0
teastore-webui| R5,0.0,0,0
teastore-webui| R10,0.0,0,0
teastore-persistence| R1,0.0,0,0
teastore-persistence| R2,0.0,0,0
teastore-persistence| R5,0.0,0,0
teastore-persistence| R10,0.0,0,0
teastore-recommender| R1,0.0,0,0
teastore-recommender| R2,0.0,0,0
teastore-recommender| R5,0.0,0,0
teastore-recommender| R10,0.0,0,0
