Microservice | Replicas,AvgTime, MinTime, MaxTime
teastore-recommender| R1,0.014226277669270834,0,0.0426788330078125
teastore-recommender| R2,1.0763506889343262,0,3.2290520668029785
teastore-recommender| R5,2.5465005238850913,0,7.639501571655273
teastore-recommender| R10,6.079301754633586,0,18.237905263900757
teastore-recommender| R20,11.284155368804932,0,33.852466106414795
