Microservice | Replicas,AvgTime, MinTime, MaxTime
teastore-persistence| R1,0.042855143547058105,0.032898664474487305,0.09668731689453125
teastore-persistence| R2,2.862638163566589,2.0892035961151123,4.652543783187866
teastore-persistence| R5,9.58591890335083,7.538254976272583,10.498900890350342
teastore-persistence| R10,21.155526173114776,16.55096697807312,24.968599557876587
