Microservice | Replicas,AvgTime, MinTime, MaxTime
teastore-persistence| R1,0.03179502487182617,0.021203994750976562,0.04238605499267578
teastore-persistence| R2,2.2683099508285522,1.845402479171753,2.6912174224853516
teastore-persistence| R5,7.750759720802307,6.038386344909668,9.463133096694946
teastore-persistence| R10,19.193271160125732,15.138038158416748,23.248504161834717
