Microservice | Replicas,AvgTime, MinTime, MaxTime
teastore-webui| R1,0.02127927541732788,0.018286705017089844,0.029777050018310547
teastore-webui| R2,8.125735491514206,2.274186611175537,14.734467506408691
teastore-webui| R5,10.578771084547043,9.57548451423645,11.78145956993103
teastore-webui| R10,41.47934040427208,23.98382544517517,53.99226522445679
