Microservice | Replicas,AvgTime, MinTime, MaxTime
teastore-webui| R1,0.0,0,0
teastore-webui| R2,0.0,0,0
teastore-persistence| R1,0.0,0,0
teastore-persistence| R2,0.0,0,0
teastore-recommender| R1,0.0,0,0
teastore-recommender| R2,0.0,0,0
