Microservice | Replicas,AvgTime, MinTime, MaxTime
teastore-webui| R1,0.025370979309082033,0.02271103858947754,0.03096294403076172
teastore-webui| R2,2.028690242767334,1.6422357559204102,2.3198604583740234
teastore-webui| R5,3.8921244144439697,3.148958444595337,6.8407227993011475
teastore-webui| R10,8.724728870391846,7.040947198867798,15.036348104476929
