Microservice | Replicas,AvgTime, MinTime, MaxTime
teastore-webui| R1,0.009868303934733072,0,0.02960491180419922
teastore-webui| R2,1.0874930222829182,0,3.262479066848755
teastore-webui| R5,2.937089125315348,0,8.811267375946045
teastore-webui| R10,6.214019775390625,0,18.642059326171875
teastore-webui| R20,16.028291543324787,0,48.084874629974365
