Microservice | Replicas,AvgTime, MinTime, MaxTime
teastore-recommender| R1,0.023568153381347656,0.01882028579711914,0.03691291809082031
teastore-recommender| R2,1.9613647937774659,1.4523591995239258,3.0715630054473877
teastore-recommender| R5,6.334593963623047,4.4393205642700195,10.037058591842651
teastore-recommender| R10,16.576620531082153,13.837143898010254,20.641706228256226
