Microservice | Replicas,AvgTime, MinTime, MaxTime
teastore-webui| R1,0.031700730323791504,0.027348041534423828,0.03605341911315918
teastore-webui| R2,2.301979660987854,1.951451301574707,2.652508020401001
teastore-webui| R5,6.082034230232239,3.1648993492126465,8.999169111251831
teastore-webui| R10,11.354534149169922,7.260228872299194,15.44883942604065
