Microservice | Replicas,AvgTime, MinTime, MaxTime
teastore-persistence| R1,0.012117465337117514,0,0.03635239601135254
teastore-persistence| R2,1.4070022106170654,0,4.221006631851196
teastore-persistence| R5,3.0108043352762857,0,9.032413005828857
teastore-persistence| R10,6.07851767539978,0,18.23555302619934
teastore-persistence| R20,15.214768568674723,0,45.64430570602417
