Microservice | Replicas,AvgTime, MinTime, MaxTime
teastore-persistence| R1,0.023603230714797974,0.019067764282226562,0.03146100044250488
teastore-persistence| R2,7.980912923812866,3.279257297515869,14.33797001838684
teastore-persistence| R5,10.204705983400345,9.173601865768433,10.97910213470459
teastore-persistence| R10,41.15553495287895,25.18851089477539,52.96942591667175
