Microservice | Replicas,AvgTime, MinTime, MaxTime
teastore-webui| R1,0.031185841560363768,0.02703714370727539,0.043949127197265625
teastore-webui| R2,2.132448673248291,1.4216938018798828,2.823369264602661
teastore-webui| R5,3.164382719993591,3.0297513008117676,4.067610502243042
teastore-webui| R10,7.493057990074158,6.988314390182495,7.926290273666382
teastore-webui| R20,15.528865838050843,14.54843020439148,17.06032657623291
